Fiscal Year,Source File Date,Source File,Facility Name,City,State,AOR,Type Detailed,Avg Length of Stay (days),Male Crim,Male Non-Crim,Female Crim,Female Non-Crim,Total Detained Population,Last Inspection Type,Last Inspection End Date,Last Inspection Standard,Last Final Rating
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,COASTAL BEND DETENTION FACILITY,ROBSTOWN,TX,HLG,USMS IGA,5,8,24,1,3,36,ODO,2025-02-06,NDS 2019,Pass
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,DALLAS COUNTY JAIL - LEW STERRETT JUSTICE CENTER,DALLAS,TX,DAL,USMS IGA,1,2,4,0,0,6,ODO,2024-07-18,NDS 2019,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,DALLAS COUNTY JAIL - LEW STERRETT JUSTICE CENTER,DALLAS,TX,DAL,USMS IGA,1,3,4,0,0,7,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,DALLAS COUNTY JAIL - LEW STERRETT JUSTICE CENTER,DALLAS,TX,DAL,USMS IGA,1,3,3,0,0,6,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,DALLAS COUNTY JAIL - LEW STERRETT JUSTICE CENTER,DALLAS,TX,DAL,USMS IGA,1,3,4,0,0,7,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,DALLAS COUNTY JAIL - LEW STERRETT JUSTICE CENTER,DALLAS,TX,DAL,USMS IGA,1,3,4,0,0,7,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,DALLAS COUNTY JAIL - LEW STERRETT JUSTICE CENTER,DALLAS,TX,DAL,USMS IGA,1,3,4,0,0,7,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,DALLAS COUNTY JAIL - LEW STERRETT JUSTICE CENTER,DALLAS,TX,DAL,USMS IGA,1,3,4,0,0,7,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,DALLAS COUNTY JAIL - LEW STERRETT JUSTICE CENTER,DALLAS,TX,DAL,USMS IGA,1,3,4,0,0,7,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,DALLAS COUNTY JAIL - LEW STERRETT JUSTICE CENTER,DALLAS,TX,DAL,USMS IGA,1,2,4,0,0,6,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,DALLAS COUNTY JAIL - LEW STERRETT JUSTICE CENTER,DALLAS,TX,DAL,USMS IGA,1,3,4,0,0,7,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,DILLEY IMMIGRATION PROCESSING CENTER,DILLEY,TX,SNA,DIGSA,12,0,10,0,12,22,ODO,2024-06-04,FRS,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,DILLEY IMMIGRATION PROCESSING CENTER,DILLEY,TX,SNA,DIGSA,14,0,23,0,27,50,ODO,2024-06-04,FRS,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,DILLEY IMMIGRATION PROCESSING CENTER,DILLEY,TX,SNA,DIGSA,19,0,55,0,68,123,ODO,2023-11-16,FRS,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,DILLEY IMMIGRATION PROCESSING CENTER,DILLEY,TX,SNA,FAMILY,20,1,64,0,79,144,ODO,,FRS,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,DILLEY IMMIGRATION PROCESSING CENTER,DILLEY,TX,SNA,FAMILY,20,1,71,1,90,163,ODO,,FRS,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,DOD DETENTION FACILITY AT FORT BLISS,EL PASO,TX,ELP,DOD,7,30,74,0,2,106,,,,
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,EAST HIDALGO DETENTION CENTER,LA VILLA,TX,HLG,USMS IGA,1,2,0,0,0,2,ORSA,2024-08-22,ORSA NDS 2019,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,EAST HIDALGO DETENTION CENTER,LA VILLA,TX,HLG,USMS IGA,2,1,0,0,0,1,ORSA,2024-08-22,ORSA NDS 2019,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,EAST HIDALGO DETENTION CENTER,LA VILLA,TX,HLG,USMS IGA,2,1,0,0,0,1,ORSA,2024-08-22,ORSA NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,EAST HIDALGO DETENTION CENTER,LA VILLA,TX,HLG,USMS IGA,2,2,1,0,0,3,ORSA,2024-08-22,ORSA NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,EAST HIDALGO DETENTION CENTER,LA VILLA,TX,HLG,USMS IGA,2,3,2,0,0,5,ORSA,2024-08-22,ORSA NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,EAST HIDALGO DETENTION CENTER,LA VILLA,TX,HLG,USMS IGA,4,5,6,0,1,12,ORSA,2025-05-22,ORSA NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,EAST HIDALGO DETENTION CENTER,LA VILLA,TX,HLG,USMS IGA,4,5,5,0,1,11,ORSA,2024-08-22,ORSA NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,EAST HIDALGO DETENTION CENTER,LA VILLA,TX,HLG,USMS IGA,4,5,4,0,1,10,ORSA,2025-05-22,OASIP ,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,EAST HIDALGO DETENTION CENTER,LA VILLA,TX,HLG,USMS IGA,4,5,4,0,1,10,ORSA,2024-08-22,ORSA NDS 2019,Pass
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,EDEN DETENTION CTR,EDEN,TX,DAL,USMS IGA,27,3,110,0,0,113,ODO,2024-08-08,NDS 2019,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,EDEN DETENTION CTR,EDEN,TX,DAL,USMS IGA,27,2,122,0,0,124,ODO,2024-08-08,NDS 2019,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,EDEN DETENTION CTR,EDEN,TX,DAL,USMS IGA,27,2,118,0,0,120,ODO,2024-08-08,NDS 2019,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,EDEN DETENTION CTR,EDEN,TX,DAL,USMS IGA,27,4,106,0,0,110,ODO,2024-08-08,NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,EDEN DETENTION CTR,EDEN,TX,DAL,USMS IGA,27,5,105,0,0,110,ODO,2025-02-27,NDS 2019,Pending Final Report
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,EDEN DETENTION CTR,EDEN,TX,DAL,USMS IGA,27,6,106,0,0,112,ODO,2025-02-27,NDS 2019,Pending Final Report
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,EDEN DETENTION CTR,EDEN,TX,DAL,USMS IGA,30,8,100,0,0,108,ODO,2025-02-27,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,EDEN DETENTION CTR,EDEN,TX,DAL,USMS IGA,28,10,99,0,0,109,ODO,2025-02-27,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,EDEN DETENTION CTR,EDEN,TX,DAL,USMS IGA,26,14,100,0,0,114,ODO,2025-02-27,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,EDEN DETENTION CTR,EDEN,TX,DAL,USMS IGA,26,16,102,0,0,118,ODO,2025-02-27,OASIP,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,EDEN DETENTION CTR,EDEN,TX,DAL,USMS IGA,24,19,111,0,0,130,ODO,2025-02-27,NDS 2019,Pass
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,EL PASO SERVICE PROCESSING CENTER,EL PASO,TX,ELP,SPC,43,274,224,48,174,720,ODO,2024-08-22,PBNDS 2011 - 2016 Revised,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,EL PASO SERVICE PROCESSING CENTER,EL PASO,TX,ELP,SPC,43,282,218,47,161,708,ODO,2024-08-22,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,EL PASO SERVICE PROCESSING CENTER,EL PASO,TX,ELP,SPC,43,285,219,51,155,710,ODO,2024-08-22,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,EL PASO SERVICE PROCESSING CENTER,EL PASO,TX,ELP,SPC,43,286,231,60,143,720,ODO,2025-02-13,PBNDS 2011 - 2016 Revised,Pending Final Report
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,EL PASO SERVICE PROCESSING CENTER,EL PASO,TX,ELP,SPC,43,278,246,62,137,723,ODO,2025-02-13,PBNDS 2011 - 2016 Revised,Pending Final Report
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,EL PASO SERVICE PROCESSING CENTER,EL PASO,TX,ELP,SPC,43,278,249,62,136,725,ODO,2025-02-13,PBNDS 2011 - 2016 Revised,Pending Final Report
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,EL PASO SERVICE PROCESSING CENTER,EL PASO,TX,ELP,SPC,27,285,264,63,143,755,ODO,2025-02-13,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,EL PASO SERVICE PROCESSING CENTER,EL PASO,TX,ELP,SPC,23,287,276,64,148,775,ODO,2025-02-13,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,EL PASO SERVICE PROCESSING CENTER,EL PASO,TX,ELP,SPC,22,292,290,66,155,803,ODO,2025-02-13,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,EL PASO SERVICE PROCESSING CENTER,EL PASO,TX,ELP,SPC,21,294,297,68,157,816,ODO,2025-02-13,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,EL PASO SERVICE PROCESSING CENTER,EL PASO,TX,ELP,SPC,21,295,304,70,159,828,ODO,2025-02-13,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,EL PASO SOFT SIDED FACILITY,EL PASO,TX,ELP,STAGING,3,20,16,1,1,38,,,,
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,EL PASO SOFT SIDED FACILITY,EL PASO,TX,ELP,STAGING,3,28,41,2,3,74,,,,
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,EL PASO SOFT SIDED FACILITY,EL PASO,TX,ELP,STAGING,4,46,114,3,10,173,,,,
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,EL PASO SOFT SIDED FACILITY,EL PASO,TX,ELP,STAGING,5,57,135,4,12,208,,,,
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,EL VALLE DETENTION FACILITY,RAYMONDVILLE,TX,HLG,DIGSA,27,104,255,16,486,861,ODO,2024-09-12,PBNDS 2011 - 2016 Revised,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,EL VALLE DETENTION FACILITY,RAYMONDVILLE,TX,HLG,DIGSA,27,105,253,17,487,862,ODO,2024-09-12,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,EL VALLE DETENTION FACILITY,RAYMONDVILLE,TX,HLG,DIGSA,27,101,265,17,493,876,ODO,2024-09-12,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,EL VALLE DETENTION FACILITY,RAYMONDVILLE,TX,HLG,DIGSA,27,100,260,17,476,853,ODO,2024-09-12,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,EL VALLE DETENTION FACILITY,RAYMONDVILLE,TX,HLG,DIGSA,27,109,271,18,460,858,ODO,2025-03-06,PBNDS 2011 - 2016 Revised,Pending Final Report
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,EL VALLE DETENTION FACILITY,RAYMONDVILLE,TX,HLG,DIGSA,27,111,277,18,454,860,ODO,2025-03-06,PBNDS 2011 - 2016 Revised,Pending Final Report
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,EL VALLE DETENTION FACILITY,RAYMONDVILLE,TX,HLG,DIGSA,31,126,281,21,419,847,ODO,2025-03-06,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,EL VALLE DETENTION FACILITY,RAYMONDVILLE,TX,HLG,DIGSA,31,131,278,22,401,832,ODO,2025-03-06,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,EL VALLE DETENTION FACILITY,RAYMONDVILLE,TX,HLG,DIGSA,32,144,285,25,387,841,ODO,2025-03-06,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,EL VALLE DETENTION FACILITY,RAYMONDVILLE,TX,HLG,DIGSA,33,152,292,27,379,850,ODO,2025-03-06,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,EL VALLE DETENTION FACILITY,RAYMONDVILLE,TX,HLG,DIGSA,34,153,299,26,374,852,ODO,2025-03-06,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,ERO EL PASO CAMP EAST MONTANA,EL PASO,TX,ELP,CDF,2,2,5,0,0,7,,,,
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,HOUSTON CONTRACT DETENTION FACILITY,HOUSTON,TX,HOU,CDF,43,3,496,0,321,820,ODO,2024-08-15,PBNDS 2011 - 2016 Revised,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,HOUSTON CONTRACT DETENTION FACILITY,HOUSTON,TX,HOU,CDF,43,2,494,2,362,860,ODO,2024-08-15,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,HOUSTON CONTRACT DETENTION FACILITY,HOUSTON,TX,HOU,CDF,43,7,484,2,355,848,ODO,2024-08-15,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,HOUSTON CONTRACT DETENTION FACILITY,HOUSTON,TX,HOU,CDF,43,19,474,5,334,832,ODO,2025-01-30,PBNDS 2011 - 2016 Revised,Pending Final Report
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,HOUSTON CONTRACT DETENTION FACILITY,HOUSTON,TX,HOU,CDF,43,27,463,10,329,829,ODO,2025-01-30,PBNDS 2011 - 2016 Revised,Pending Final Report
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,HOUSTON CONTRACT DETENTION FACILITY,HOUSTON,TX,HOU,CDF,43,30,458,12,328,828,ODO,2025-01-30,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,HOUSTON CONTRACT DETENTION FACILITY,HOUSTON,TX,HOU,CDF,46,37,450,20,321,828,ODO,2025-01-30,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,HOUSTON CONTRACT DETENTION FACILITY,HOUSTON,TX,HOU,CDF,48,44,448,23,309,824,ODO,2025-01-30,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,HOUSTON CONTRACT DETENTION FACILITY,HOUSTON,TX,HOU,CDF,50,58,437,30,308,833,ODO,2025-01-30,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,HOUSTON CONTRACT DETENTION FACILITY,HOUSTON,TX,HOU,CDF,51,68,431,35,308,842,ODO,2025-01-30,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,HOUSTON CONTRACT DETENTION FACILITY,HOUSTON,TX,HOU,CDF,52,76,426,38,307,847,ODO,2025-01-30,PBNDS 2011 - 2016 Revised,Pass
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,IAH SECURE ADULT DETENTION FACILITY (POLK),LIVINGSTON,TX,HOU,DIGSA,27,13,765,0,0,778,ODO,2024-08-08,NDS 2019,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,IAH SECURE ADULT DETENTION FACILITY (POLK),LIVINGSTON,TX,HOU,DIGSA,27,17,804,0,0,821,ODO,2024-08-08,NDS 2019,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,IAH SECURE ADULT DETENTION FACILITY (POLK),LIVINGSTON,TX,HOU,DIGSA,27,18,805,0,0,823,ODO,2024-08-08,NDS 2019,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,IAH SECURE ADULT DETENTION FACILITY (POLK),LIVINGSTON,TX,HOU,DIGSA,27,35,767,0,0,802,ODO,2025-02-13,NDS 2019,Pending Final Report
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,IAH SECURE ADULT DETENTION FACILITY (POLK),LIVINGSTON,TX,HOU,DIGSA,27,50,737,0,0,787,ODO,2025-02-13,NDS 2019,Pending Final Report
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,IAH SECURE ADULT DETENTION FACILITY (POLK),LIVINGSTON,TX,HOU,DIGSA,27,58,731,0,0,789,ODO,2025-02-13,NDS 2019,Pending Final Report
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,IAH SECURE ADULT DETENTION FACILITY (POLK),LIVINGSTON,TX,HOU,DIGSA,33,82,717,0,0,799,ODO,2025-02-13,NDS 2019,Pending Final Report
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,IAH SECURE ADULT DETENTION FACILITY (POLK),LIVINGSTON,TX,HOU,DIGSA,35,95,704,0,0,799,ODO,2025-02-13,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,IAH SECURE ADULT DETENTION FACILITY (POLK),LIVINGSTON,TX,HOU,DIGSA,39,115,694,0,0,809,ODO,2025-02-13,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,IAH SECURE ADULT DETENTION FACILITY (POLK),LIVINGSTON,TX,HOU,DIGSA,41,126,690,0,0,816,ODO,2025-02-13,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,IAH SECURE ADULT DETENTION FACILITY (POLK),LIVINGSTON,TX,HOU,DIGSA,42,151,672,0,0,823,ODO,2025-02-13,NDS 2019,Pass
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,JOE CORLEY PROCESSING CTR,CONROE,TX,HOU,IGSA,27,36,702,0,0,738,ODO,2024-06-27,NDS 2019,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,JOE CORLEY PROCESSING CTR,CONROE,TX,HOU,IGSA,27,44,754,0,0,798,ODO,2024-06-27,NDS 2019,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,JOE CORLEY PROCESSING CTR,CONROE,TX,HOU,IGSA,27,37,766,0,0,803,ODO,2024-12-19,NDS 2019,Pending Final Report
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,JOE CORLEY PROCESSING CTR,CONROE,TX,HOU,IGSA,27,42,771,0,0,813,ODO,2024-12-19,NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,JOE CORLEY PROCESSING CTR,CONROE,TX,HOU,IGSA,27,54,763,0,0,817,ODO,2024-12-19,NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,JOE CORLEY PROCESSING CTR,CONROE,TX,HOU,IGSA,27,57,757,0,0,814,ODO,2024-12-19,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,JOE CORLEY PROCESSING CTR,CONROE,TX,HOU,IGSA,42,73,738,0,0,811,ODO,2024-12-19,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,JOE CORLEY PROCESSING CTR,CONROE,TX,HOU,IGSA,44,83,733,0,0,816,ODO,2024-12-19,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,JOE CORLEY PROCESSING CTR,CONROE,TX,HOU,IGSA,45,99,743,0,0,842,ODO,2024-12-19,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,JOE CORLEY PROCESSING CTR,CONROE,TX,HOU,IGSA,46,110,745,0,0,855,ODO,2024-12-19,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,JOE CORLEY PROCESSING CTR,CONROE,TX,HOU,IGSA,47,125,738,0,0,863,ODO,2024-12-19,NDS 2019,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,KARNES COUNTY CORRECTIONAL CENTER,KARNES CITY,TX,SNA,USMS IGA,1,1,0,0,0,1,ORSA,2024-04-12,ORSA NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,KARNES COUNTY CORRECTIONAL CENTER,KARNES CITY,TX,SNA,USMS IGA,1,1,0,0,0,1,ORSA,2024-04-12,ORSA NDS 2019,Pass
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,KARNES COUNTY IMMIGRATION PROCESSING CENTER,KARNES CITY,TX,SNA,DIGSA,44,7,780,4,331,1122,ODO,2024-09-19,PBNDS 2011 - 2016 Revised,Pending Final Report
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,KARNES COUNTY IMMIGRATION PROCESSING CENTER,KARNES CITY,TX,SNA,DIGSA,44,7,765,3,339,1114,ODO,2024-09-19,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,KARNES COUNTY IMMIGRATION PROCESSING CENTER,KARNES CITY,TX,SNA,DIGSA,44,8,772,3,341,1124,ODO,2024-09-19,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,KARNES COUNTY IMMIGRATION PROCESSING CENTER,KARNES CITY,TX,SNA,DIGSA,45,8,744,3,326,1081,ODO,2024-09-19,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,KARNES COUNTY IMMIGRATION PROCESSING CENTER,KARNES CITY,TX,SNA,DIGSA,45,7,640,3,277,927,ODO,2024-03-21,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,KARNES COUNTY IMMIGRATION PROCESSING CENTER,KARNES CITY,TX,SNA,DIGSA,45,7,593,3,260,863,ODO,2024-09-19,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,KARNES COUNTY IMMIGRATION PROCESSING CENTER,KARNES CITY,TX,SNA,DIGSA,30,22,562,4,240,828,ODO,2024-09-19,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,KARNES COUNTY IMMIGRATION PROCESSING CENTER,KARNES CITY,TX,SNA,DIGSA,30,34,580,9,238,861,ODO,2024-09-19,PBNDS 2011 - 2016 Revised,Pending Final Report
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,KARNES COUNTY IMMIGRATION PROCESSING CENTER,KARNES CITY,TX,SNA,DIGSA,31,48,602,16,247,913,ODO,2024-03-21,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,KARNES COUNTY IMMIGRATION PROCESSING CENTER,KARNES CITY,TX,SNA,DIGSA,32,55,617,19,255,946,ODO,2025-06-05,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,KARNES COUNTY IMMIGRATION PROCESSING CENTER,KARNES CITY,TX,SNA,DIGSA,34,58,629,22,260,969,ODO,2025-06-05,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,LA SALLE COUNTY REGIONAL DETENTION CENTER,ENCINAL,TX,SNA,USMS IGA,14,3,32,0,0,35,ODO,2025-02-07,,Pending Final Report
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,LA SALLE COUNTY REGIONAL DETENTION CENTER,ENCINAL,TX,SNA,USMS IGA,21,5,45,0,0,50,,2025-02-07,ORSA NDS 2019,Pending Final Report
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,LA SALLE COUNTY REGIONAL DETENTION CENTER,ENCINAL,TX,SNA,USMS IGA,29,7,64,0,0,71,,,,
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,LA SALLE COUNTY REGIONAL DETENTION CENTER,ENCINAL,TX,SNA,USMS IGA,31,9,78,0,1,88,,2025-02-07,ORSA ,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,LA SALLE COUNTY REGIONAL DETENTION CENTER,ENCINAL,TX,SNA,USMS IGA,33,10,89,1,2,102,ORSA,2025-02-07,ORSA NDS 2019,Pending Final Rating
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,LAREDO PROCESSING CENTER,LAREDO,TX,HLG,DIGSA,17,0,2,11,328,341,ODO,2024-09-12,NDS 2019,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,LAREDO PROCESSING CENTER,LAREDO,TX,HLG,DIGSA,17,0,1,10,338,349,ODO,2024-09-12,NDS 2019,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,LAREDO PROCESSING CENTER,LAREDO,TX,HLG,DIGSA,17,0,1,8,340,349,ODO,2025-01-09,NDS 2019,Pending Final Report
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,LAREDO PROCESSING CENTER,LAREDO,TX,HLG,DIGSA,17,0,1,8,337,346,ODO,2024-09-12,NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,LAREDO PROCESSING CENTER,LAREDO,TX,HLG,DIGSA,17,0,5,10,332,347,ODO,2024-09-12,NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,LAREDO PROCESSING CENTER,LAREDO,TX,HLG,DIGSA,17,0,6,11,331,348,ODO,2025-03-20,NDS 2019,Pending Final Report
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,LAREDO PROCESSING CENTER,LAREDO,TX,HLG,DIGSA,29,0,5,15,334,354,ODO,2025-03-20,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,LAREDO PROCESSING CENTER,LAREDO,TX,HLG,DIGSA,31,0,4,19,332,355,ODO,2025-03-20,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,LAREDO PROCESSING CENTER,LAREDO,TX,HLG,DIGSA,32,1,4,25,335,365,ODO,2025-03-20,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,LAREDO PROCESSING CENTER,LAREDO,TX,HLG,DIGSA,34,1,4,26,337,368,ODO,2025-03-20,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,LAREDO PROCESSING CENTER,LAREDO,TX,HLG,DIGSA,34,1,5,27,335,368,ODO,2025-03-20,NDS 2019,Pass
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,LIMESTONE COUNTY DETENTION CENTER,GROESBECK,TX,HOU,USMS IGA,31,3,12,0,0,15,ODO,2024-09-26,NDS 2019,Pending Final Report
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,LIMESTONE COUNTY DETENTION CENTER,GROESBECK,TX,HOU,USMS IGA,31,3,10,0,0,13,ODO,2024-09-26,NDS 2019,Pass
