Fiscal Year,Source File Date,Source File,Sheet Used,Release Reason,Criminality,Month,Count,IsSheetTotal,Level,ParentReason
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Pending Criminal Charges,Aug,21,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Other Immigration Violator,Aug,45,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Total,Aug,29446,False,Reason Total,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Convicted Criminal,Aug,10166,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Pending Criminal Charges,Aug,7870,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Other Immigration Violator,Aug,11410,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Total,Aug,258,False,Reason Total,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Convicted Criminal,Aug,64,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Pending Criminal Charges,Aug,38,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Other Immigration Violator,Aug,156,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Total,Aug,824,False,Reason Total,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Convicted Criminal,Aug,483,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Pending Criminal Charges,Aug,273,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Other Immigration Violator,Aug,68,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Total,Aug,361,False,Reason Total,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Convicted Criminal,Aug,129,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Pending Criminal Charges,Aug,118,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Other Immigration Violator,Aug,114,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Total,Aug,6,False,Reason Total,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Convicted Criminal,Aug,2,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Pending Criminal Charges,Aug,1,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Other Immigration Violator,Aug,3,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Total,None,Sep,23637,False,Criminality Detail,Total
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Total,Sep,464,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Convicted Criminal,Sep,71,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Pending Criminal Charges,Sep,131,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Other Immigration Violator,Sep,262,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Total,Sep,31,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Convicted Criminal,Sep,5,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Pending Criminal Charges,Sep,6,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Other Immigration Violator,Sep,20,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Total,Sep,433,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Convicted Criminal,Sep,66,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Pending Criminal Charges,Sep,125,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Other Immigration Violator,Sep,242,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Total,Sep,145,False,Reason Total,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Convicted Criminal,Sep,10,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Pending Criminal Charges,Sep,12,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Other Immigration Violator,Sep,123,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Total,Sep,55,False,Reason Total,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Convicted Criminal,Sep,20,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Pending Criminal Charges,Sep,5,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Other Immigration Violator,Sep,30,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Total,Sep,73,False,Reason Total,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Convicted Criminal,Sep,0,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Pending Criminal Charges,Sep,3,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Other Immigration Violator,Sep,70,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Total,Sep,89,False,Reason Total,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Convicted Criminal,Sep,38,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Pending Criminal Charges,Sep,13,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Other Immigration Violator,Sep,38,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Total,Sep,21158,False,Reason Total,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Convicted Criminal,Sep,7241,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Pending Criminal Charges,Sep,5461,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Other Immigration Violator,Sep,8456,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Total,Sep,190,False,Reason Total,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Convicted Criminal,Sep,53,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Pending Criminal Charges,Sep,26,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Other Immigration Violator,Sep,111,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Total,Sep,563,False,Reason Total,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Convicted Criminal,Sep,344,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Pending Criminal Charges,Sep,138,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Other Immigration Violator,Sep,81,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Total,Sep,896,False,Reason Total,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Convicted Criminal,Sep,296,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Pending Criminal Charges,Sep,234,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Other Immigration Violator,Sep,366,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Total,Sep,4,False,Reason Total,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Convicted Criminal,Sep,2,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Pending Criminal Charges,Sep,1,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Other Immigration Violator,Sep,1,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Total,None,Total,284019,True,Criminality Detail,Total
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Total,Total,16482,True,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Convicted Criminal,Total,3357,True,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Pending Criminal Charges,Total,5462,True,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Other Immigration Violator,Total,7663,True,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Total,Total,1059,True,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Convicted Criminal,Total,217,True,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Pending Criminal Charges,Total,346,True,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Other Immigration Violator,Total,496,True,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Total,Total,15423,True,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Convicted Criminal,Total,3140,True,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Pending Criminal Charges,Total,5116,True,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Other Immigration Violator,Total,7167,True,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Total,Total,6586,True,Reason Total,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Convicted Criminal,Total,796,True,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Pending Criminal Charges,Total,1556,True,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Other Immigration Violator,Total,4234,True,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Total,Total,2669,True,Reason Total,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Convicted Criminal,Total,994,True,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Pending Criminal Charges,Total,550,True,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Other Immigration Violator,Total,1125,True,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Total,Total,20553,True,Reason Total,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Convicted Criminal,Total,269,True,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Pending Criminal Charges,Total,230,True,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Other Immigration Violator,Total,20054,True,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Total,Total,918,True,Reason Total,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Convicted Criminal,Total,429,True,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Pending Criminal Charges,Total,180,True,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Other Immigration Violator,Total,309,True,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Total,Total,222401,True,Reason Total,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Convicted Criminal,Total,88929,True,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Pending Criminal Charges,Total,49726,True,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Other Immigration Violator,Total,83746,True,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Total,Total,1764,True,Reason Total,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Convicted Criminal,Total,521,True,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Pending Criminal Charges,Total,219,True,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Other Immigration Violator,Total,1024,True,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Total,Total,9736,True,Reason Total,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Convicted Criminal,Total,6032,True,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Pending Criminal Charges,Total,2771,True,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Other Immigration Violator,Total,933,True,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Total,Total,2856,True,Reason Total,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Convicted Criminal,Total,972,True,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Pending Criminal Charges,Total,699,True,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Other Immigration Violator,Total,1185,True,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Total,Total,54,True,Reason Total,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Convicted Criminal,Total,20,True,Criminality Detail,Other
